Complaint_ID,Complaint_Text,Category
SWG931450,Please resolve this issue immediately. The order tracking is not working properly. I can't see where my order is.,Tracking Issue
SWG551607,This ruined my entire meal experience. Unable to track my order. The app shows no information about delivery status.,Tracking Issue
SWG648830,I want a full refund for this. Charged extra amount than the order total. Billing discrepancy. I am losing trust in Swiggy.,Payment Issue
SWG620760,Food quality is deteriorating. This restaurant used to be good before.,Food Quality Issue
SWG140141,Food delivered 3 hours after estimated time. Completely unacceptable. Please improve your service quality.,Late Delivery
SWG598807,Order cancelled without consent. This is the third time this month.,Order Cancellation
SWG803556,Restaurant didn't follow special cooking instructions provided. This needs immediate attention.,Restaurant Service Issue
SWG521315,Food packaging was damaged and unhygienic. Found hair in the food.,Unhygienic Packaging
SWG730889,I want a full refund for this. Cold and stale food delivered. Temperature was room temperature. This is really disappointing.,Cold Food Delivery
SWG349136,Order status is misleading. Shows delivered but actually still cooking. Please ensure this doesn't happen again.,Inconsistent Order Status
SWG915158,Swiggy app is not working properly. Keeps showing error messages.,App Technical Issue
SWG865850,Payment got stuck and amount debited without order confirmation.,Payment Issue
SWG369338,App freezes every time I try to add items to cart.,App Technical Issue
SWG429462,Did not receive all ordered items. Missing beverages and dessert. This is not what I expected from Swiggy.,Missing Items
SWG268128,Food quality is deteriorating. This restaurant used to be good before.,Food Quality Issue
SWG913608,The delivery executive was late and blamed me for the delay.,Delivery Executive Issue
SWG350280,The GPS tracking is not updating. Stuck at 'preparing' for 2 hours.,Tracking Issue
SWG451475,This is unacceptable. The delivery person called and shouted at me for not coming down quickly. Please help resolve this matter urgently.,Delivery Executive Issue
SWG672079,Coupon code expired suddenly while placing the order.,Coupon/Offer Issue
SWG445426,Restaurant service quality has declined significantly over time. Please help resolve this matter urgently.,Restaurant Service Issue
SWG493214,Cancelled order but refund is taking too much time to process.,Refund Issue
SWG384685,Please resolve this issue immediately. The delivery executive was late and blamed me for the delay. I am losing trust in Swiggy.,Delivery Executive Issue
SWG817297,Please resolve this issue immediately. Quality of food was disappointing. Items were not fresh at all. I hope this gets resolved soon.,Food Quality Issue
SWG273133,This has happened multiple times. Order delivered 2 hours late. Very disappointing service.,Late Delivery
SWG874524,My order was cancelled without any notification after 1 hour of waiting.,Order Cancellation
SWG379901,Received food in damaged packaging. Very unhygienic condition. This is really disappointing.,Unhygienic Packaging
SWG135035,This has happened multiple times. Food arrived cold despite paying delivery charges. Very unsatisfied.,Cold Food Delivery
SWG710981,The order status is not consistent. Shows different stages simultaneously.,Inconsistent Order Status
SWG454733,The order status is not consistent. Shows different stages simultaneously.,Inconsistent Order Status
SWG533491,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
SWG854075,Customer support agent was not helpful and kept transferring calls.,Professional Support Agent
SWG266302,This has happened multiple times. Delivery executive couldn't find my location despite clear instructions. Please help resolve this matter urgently.,Delivery Location Issue
SWG364083,Paid for 4 items but received only 2. Missing items not delivered. Please ensure this doesn't happen again.,Missing Items
SWG424703,Delivery person was extremely unprofessional and used inappropriate language. I hope this gets resolved soon.,Delivery Executive Issue
SWG444622,I am extremely disappointed. Food packaging was damaged and unhygienic. Found hair in the food. This is really disappointing.,Unhygienic Packaging
SWG120145,Refund initiated but money not credited to my payment method.,Refund Issue
SWG781571,This has happened multiple times. Food arrived cold despite paying delivery charges. Very unsatisfied. This is not what I expected from Swiggy.,Cold Food Delivery
SWG446297,This ruined my entire meal experience. Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG315892,I want a full refund for this. Support team is not resolving my complaint properly. Please help resolve this matter urgently.,Professional Support Agent
SWG552708,I want a full refund for this. Refund initiated but money not credited to my payment method.,Refund Issue
SWG190705,Please take immediate action. App interface is buggy and not responding to touch inputs.,App Technical Issue
SWG679334,This ruined my entire meal experience. Had to explain my problem multiple times to different support agents.,Professional Support Agent
SWG130434,Cannot track my order at all. The tracking page is blank.,Tracking Issue
SWG738996,Restaurant doesn't answer calls even for urgent order modifications.,Non-Responsive Restaurant
SWG916489,This ruined my entire meal experience. Location issue during delivery. Executive was completely lost.,Delivery Location Issue
SWG372871,Food delivered 3 hours after estimated time. Completely unacceptable. I hope this gets resolved soon.,Late Delivery
SWG941792,Delivery boy didn't call properly and marked order as delivered without delivering.,Delivery Executive Issue
SWG617915,Partial refund received instead of full amount for cancelled order. Please ensure this doesn't happen again.,Refund Issue
SWG304607,Cold food delivery. The curry was completely cold and oil separated.,Cold Food Delivery
SWG619013,Cold food delivery. The curry was completely cold and oil separated.,Cold Food Delivery
SWG845763,Poor service from restaurant staff. They were very rude.,Restaurant Service Issue
SWG390956,Charged extra amount than the order total. Billing discrepancy.,Payment Issue
SWG273616,GPS location issue caused delivery delay and confusion. I am losing trust in Swiggy.,Delivery Location Issue
SWG983791,This is very frustrating. Order cancelled without consent. This is the third time this month.,Order Cancellation
SWG846348,Received incorrect order. Ordered for 2 people but got single serving.,Incorrect Order
SWG740419,Please take immediate action. Double payment charged for single order. Refund not processed yet. Please help resolve this matter urgently.,Payment Issue
SWG661365,Very poor service quality. App crashes when trying to apply coupon codes. This is not what I expected from Swiggy.,App Technical Issue
SWG465226,Restaurant doesn't answer calls even for urgent order modifications.,Non-Responsive Restaurant
SWG200022,I want a full refund for this. Payment failed but amount was deducted from my account.,Payment Issue
SWG679391,I expect better service from Swiggy. Discount coupon not working for eligible restaurants. Please improve your service quality.,Coupon/Offer Issue
SWG141043,Cancelled my order after confirming it. Very disappointing experience.,Order Cancellation
SWG156413,Money debited but order not placed. Payment gateway issue.,Payment Issue
SWG469364,This is unacceptable. Support team keeps giving generic responses without solving the issue.,Professional Support Agent
SWG321257,Please take immediate action. Quality of food was disappointing. Items were not fresh at all. This needs immediate attention.,Food Quality Issue
SWG911187,Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG592075,Refund not processed even after 7 working days of cancellation.,Refund Issue
SWG783185,Received food in damaged packaging. Very unhygienic condition. Please take necessary action.,Unhygienic Packaging
SWG260402,Poor service from restaurant staff. They were very rude.,Restaurant Service Issue
SWG444788,Please take immediate action. Discount coupon not working for eligible restaurants.,Coupon/Offer Issue
SWG732697,Inconsistent order updates. Can't rely on the status information.,Inconsistent Order Status
SWG912915,I expect better service from Swiggy. Support team is not resolving my complaint properly.,Professional Support Agent
SWG628750,Order cancelled without consent. This is the third time this month. This is really disappointing.,Order Cancellation
SWG377860,Delivery person was extremely unprofessional and used inappropriate language. I am losing trust in Swiggy.,Delivery Executive Issue
SWG933047,App interface is buggy and not responding to touch inputs. I hope this gets resolved soon.,App Technical Issue
SWG525709,Very poor service quality. The food was of terrible quality. Completely inedible and waste of money.,Food Quality Issue
SWG685761,Valid coupon code showing as expired or invalid. I am losing trust in Swiggy.,Coupon/Offer Issue
SWG942438,Location detection not working in the app. Shows wrong address.,App Technical Issue
SWG361212,Food delivered way past the estimated time. Lost appetite by then. This is not what I expected from Swiggy.,Late Delivery
SWG555238,I am extremely disappointed. Technical issue with app login. Cannot access my account.,App Technical Issue
SWG758629,Location detection not working in the app. Shows wrong address. This is really disappointing.,App Technical Issue
SWG859396,Cannot track my order at all. The tracking page is blank.,Tracking Issue
SWG812526,Order tracking feature is buggy. Shows different status every time I refresh. I am losing trust in Swiggy.,Tracking Issue
SWG323072,Order got cancelled automatically and money is still debited from my account. I hope this gets resolved soon.,Order Cancellation
SWG792165,Delivery person was extremely unprofessional and used inappropriate language. Please ensure this doesn't happen again.,Delivery Executive Issue
SWG596759,This is very frustrating. Cancelled order but refund is taking too much time to process. This is really disappointing.,Refund Issue
SWG298663,Delivery boy didn't wear mask and was very unprofessional in behavior. This needs immediate attention.,Delivery Executive Issue
SWG262081,Unprofessional service from restaurant. They ignored special requests.,Restaurant Service Issue
SWG855917,Food temperature was very low. Seems like prepared much earlier. I hope this gets resolved soon.,Cold Food Delivery
SWG113937,I am extremely disappointed. No response from restaurant despite multiple attempts to contact. Please ensure this doesn't happen again.,Non-Responsive Restaurant
SWG128142,This ruined my entire meal experience. Restaurant not picking up calls for order clarification. Please improve your service quality.,Non-Responsive Restaurant
SWG426708,I want a full refund for this. Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG868278,I expect better service from Swiggy. Wallet balance not updated after successful payment deduction. This needs immediate attention.,Payment Issue
SWG523874,Location detection not working in the app. Shows wrong address.,App Technical Issue
SWG389688,The order tracking is not working properly. I can't see where my order is. Please improve your service quality.,Tracking Issue
SWG357859,Payment failed but amount was deducted from my account.,Payment Issue
SWG619760,Service from restaurant was below expectations. Need improvement. I hope this gets resolved soon.,Restaurant Service Issue
SWG285825,Did not receive all ordered items. Missing beverages and dessert. This is really disappointing.,Missing Items
SWG141094,This has happened multiple times. Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG858498,Paid for 4 items but received only 2. Missing items not delivered.,Missing Items
SWG923278,Incomplete order delivered. Missing main course items.,Missing Items
SWG726121,This has happened multiple times. Cold and stale food delivered. Temperature was room temperature. I want a proper explanation for this.,Cold Food Delivery
SWG103534,Poor food quality with bad taste and smell. Seems like old ingredients used. Please take necessary action.,Food Quality Issue
SWG765695,Please resolve this issue immediately. Double payment charged for single order. Refund not processed yet. This is not what I expected from Swiggy.,Payment Issue
SWG693830,This is very frustrating. Restaurant cancelled order citing unavailability after accepting it. Please take necessary action.,Order Cancellation
SWG515035,This is very frustrating. Delivery boy didn't wear mask and was very unprofessional in behavior.,Delivery Executive Issue
SWG696557,Location services not working properly leading to delivery problems. This is not what I expected from Swiggy.,Delivery Location Issue
SWG411797,Cannot track my order at all. The tracking page is blank.,Tracking Issue
SWG665073,Delivery address was incorrect in the system despite entering correctly.,Delivery Location Issue
SWG682959,I am extremely disappointed. Cold and stale food delivered. Temperature was room temperature.,Cold Food Delivery
SWG252465,Promised refund but haven't received money back in my account.,Refund Issue
SWG681456,This is unacceptable. The delivery person called and shouted at me for not coming down quickly.,Delivery Executive Issue
SWG191621,I expect better service from Swiggy. Received incorrect order. Ordered for 2 people but got single serving.,Incorrect Order
SWG354533,The food was cold when delivered. Seems like it was prepared hours ago. I am losing trust in Swiggy.,Cold Food Delivery
SWG412106,The food container was cracked and packaging was very poor.,Unhygienic Packaging
SWG999908,This ruined my entire meal experience. Food delivered was completely cold and stale. Inedible quality. I want a proper explanation for this.,Cold Food Delivery
SWG981282,Very late delivery without any notification or apology.,Late Delivery
SWG844037,Please take immediate action. The order tracking status keeps fluctuating between different stages.,Inconsistent Order Status
SWG451470,Order tracking shows wrong location and estimated time keeps changing.,Tracking Issue
SWG517484,This has happened multiple times. Location issue during delivery. Executive was completely lost.,Delivery Location Issue
SWG565808,The packaging was torn and food was spilled inside the bag.,Unhygienic Packaging
SWG893269,This is unacceptable. Incomplete order delivered. Missing main course items.,Missing Items
SWG129381,Coupon code not working despite meeting all the criteria.,Coupon/Offer Issue
SWG673700,Received poor quality food with weird taste and texture.,Food Quality Issue
SWG663492,Extremely late delivery. Ordered lunch and received at dinner time.,Late Delivery
SWG422002,The order tracking status keeps fluctuating between different stages. I am losing trust in Swiggy.,Inconsistent Order Status
SWG636405,Received completely different order. Ordered veg but got non-veg items. This needs immediate attention.,Incorrect Order
SWG267570,GPS location issue caused delivery delay and confusion. Please ensure this doesn't happen again.,Delivery Location Issue
SWG616763,Location issue during delivery. Executive was completely lost. This is really disappointing.,Delivery Location Issue
SWG491774,Restaurant cancelled order citing unavailability after accepting it.,Order Cancellation
SWG397700,Please take immediate action. Missing items from order. This is the second time this happened.,Missing Items
SWG891714,Wallet balance not updated after successful payment deduction. Please improve your service quality.,Payment Issue
SWG610311,Please resolve this issue immediately. Unable to track my order. The app shows no information about delivery status.,Tracking Issue
SWG869070,Customer care executive was rude and disconnected the call abruptly.,Professional Support Agent
SWG678478,Cannot track my order at all. The tracking page is blank. This needs immediate attention.,Tracking Issue
SWG766478,I want a full refund for this. No response from restaurant despite multiple attempts to contact. This is not what I expected from Swiggy.,Non-Responsive Restaurant
SWG810614,This ruined my entire meal experience. Inconsistent order updates. Can't rely on the status information.,Inconsistent Order Status
SWG519300,I am extremely disappointed. Food delivered way past the estimated time. Lost appetite by then.,Late Delivery
SWG938722,Tracking is completely inaccurate. Shows delivered but I haven't received anything. I want a proper explanation for this.,Tracking Issue
SWG680429,Paid for 4 items but received only 2. Missing items not delivered. I want a proper explanation for this.,Missing Items
SWG947752,Location issue during delivery. Executive was completely lost. I hope this gets resolved soon.,Delivery Location Issue
SWG143096,Customer support is not responding to my complaint emails. I want a proper explanation for this.,Professional Support Agent
SWG253028,Please take immediate action. Received poor quality food with weird taste and texture. Please take necessary action.,Food Quality Issue
SWG233620,Restaurant is completely non-responsive. Can't reach them at all.,Non-Responsive Restaurant
SWG367657,Tried calling restaurant for special instructions but they don't respond.,Non-Responsive Restaurant
SWG476536,Please take immediate action. Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG447907,This ruined my entire meal experience. Technical glitch in the app. Cannot complete the checkout process.,App Technical Issue
SWG222456,Incomplete order delivered. Missing main course items. Please improve your service quality.,Missing Items
SWG598077,This has happened multiple times. Delivery executive couldn't find my location despite clear instructions.,Delivery Location Issue
SWG372374,I am extremely disappointed. The food container was cracked and packaging was very poor.,Unhygienic Packaging
SWG100063,Restaurant service is very slow and unprofessional. Please ensure this doesn't happen again.,Restaurant Service Issue
SWG928897,Received cold food after 2 hours delay. Pizza was like cardboard.,Cold Food Delivery
SWG583326,Food packaging was completely damaged and looked unsafe to eat. This is not what I expected from Swiggy.,Unhygienic Packaging
SWG804728,Support team is not resolving my complaint properly. Please help resolve this matter urgently.,Professional Support Agent
SWG906389,I want a full refund for this. Food packaging was damaged and unhygienic. Found hair in the food. Please take necessary action.,Unhygienic Packaging
SWG284229,Order got cancelled automatically and money is still debited from my account.,Order Cancellation
SWG806007,This ruined my entire meal experience. Very late delivery without any notification or apology. Please help resolve this matter urgently.,Late Delivery
SWG984539,This is very frustrating. Refund initiated but money not credited to my payment method. Please improve your service quality.,Refund Issue
SWG429159,Very poor service quality. Inconsistent order updates. Can't rely on the status information.,Inconsistent Order Status
SWG859687,The order tracking status keeps fluctuating between different stages.,Inconsistent Order Status
SWG121953,Offer not applied correctly during checkout process. This is not what I expected from Swiggy.,Coupon/Offer Issue
SWG807053,The order tracking is not working properly. I can't see where my order is.,Tracking Issue
SWG743687,Unhygienic packaging with stains and poor quality containers.,Unhygienic Packaging
SWG376295,Coupon code expired suddenly while placing the order. This is not what I expected from Swiggy.,Coupon/Offer Issue
SWG575714,Paid for 4 items but received only 2. Missing items not delivered. I hope this gets resolved soon.,Missing Items
SWG635962,Rude delivery executive. Thrown the food bag and left without confirmation.,Delivery Executive Issue
SWG752036,Very poor service quality. Restaurant service quality has declined significantly over time.,Restaurant Service Issue
SWG122755,Rude delivery executive. Thrown the food bag and left without confirmation.,Delivery Executive Issue
SWG327117,Several items missing from my order without any notification.,Missing Items
SWG281447,Coupon code expired suddenly while placing the order.,Coupon/Offer Issue
SWG459742,Tried calling restaurant for special instructions but they don't respond.,Non-Responsive Restaurant
SWG331512,This is unacceptable. Order status is misleading. Shows delivered but actually still cooking.,Inconsistent Order Status
SWG318895,This ruined my entire meal experience. Technical glitch in the app. Cannot complete the checkout process. I want a proper explanation for this.,App Technical Issue
SWG373516,Payment deducted twice for the same order. Need immediate refund.,Payment Issue
SWG558745,Order was supposed to arrive in 30 minutes but came after 2 hours.,Late Delivery
SWG285938,Ordered family pack but some items are missing from the delivery.,Missing Items
SWG711795,I expect better service from Swiggy. Had to explain my problem multiple times to different support agents.,Professional Support Agent
SWG659565,This is very frustrating. The restaurant sent wrong items. Ordered Chinese but received South Indian.,Incorrect Order
SWG890795,Got someone else's order. The items are completely different.,Incorrect Order
SWG738551,This is unacceptable. Tracking is completely inaccurate. Shows delivered but I haven't received anything.,Tracking Issue
SWG534052,Please resolve this issue immediately. Consistently late deliveries from this restaurant. Need to improve timing. Please take necessary action.,Late Delivery
SWG701740,Received poor quality food with weird taste and texture.,Food Quality Issue
SWG701885,Restaurant staff was uncooperative and didn't handle requests properly. I am losing trust in Swiggy.,Restaurant Service Issue
SWG244100,The food was of terrible quality. Completely inedible and waste of money. I am losing trust in Swiggy.,Food Quality Issue
SWG812048,Order cancelled without consent. This is the third time this month. I hope this gets resolved soon.,Order Cancellation
SWG535998,The food was of terrible quality. Completely inedible and waste of money.,Food Quality Issue
SWG557058,Delivery tracking shows wrong delivery executive details and location.,Tracking Issue
SWG276358,Food packaging was not sealed properly and looked contaminated.,Unhygienic Packaging
SWG186847,Payment got stuck and amount debited without order confirmation. I want a proper explanation for this.,Payment Issue
SWG169223,Restaurant is completely non-responsive. Can't reach them at all. I hope this gets resolved soon.,Non-Responsive Restaurant
SWG320939,Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG838916,Did not receive all ordered items. Missing beverages and dessert. Please help resolve this matter urgently.,Missing Items
SWG467645,Delayed delivery by more than 90 minutes without proper communication.,Late Delivery
SWG400947,Consistently late deliveries from this restaurant. Need to improve timing. I want a proper explanation for this.,Late Delivery
SWG133939,Very poor service quality. Very late delivery without any notification or apology.,Late Delivery
SWG605339,Status updates are completely wrong and inconsistent throughout.,Inconsistent Order Status
SWG685549,The delivery executive was late and blamed me for the delay.,Delivery Executive Issue
SWG313741,This has happened multiple times. Quality of food was disappointing. Items were not fresh at all. I am losing trust in Swiggy.,Food Quality Issue
SWG455465,Food packaging was damaged and unhygienic. Found hair in the food.,Unhygienic Packaging
SWG864148,Please take immediate action. Poor food quality with bad taste and smell. Seems like old ingredients used. Please ensure this doesn't happen again.,Food Quality Issue
SWG637387,Provided clear address but delivery was attempted at wrong location.,Delivery Location Issue
SWG333365,Delivery boy didn't wear mask and was very unprofessional in behavior. I want a proper explanation for this.,Delivery Executive Issue
SWG139225,I want a full refund for this. Order was supposed to arrive in 30 minutes but came after 2 hours. I hope this gets resolved soon.,Late Delivery
SWG196781,Cannot track my order at all. The tracking page is blank. This is not what I expected from Swiggy.,Tracking Issue
SWG735465,This ruined my entire meal experience. No response from restaurant despite multiple attempts to contact. I am losing trust in Swiggy.,Non-Responsive Restaurant
SWG720213,Restaurant staff was uncooperative and didn't handle requests properly.,Restaurant Service Issue
SWG880746,Rude delivery executive. Thrown the food bag and left without confirmation.,Delivery Executive Issue
SWG148050,Tracking is completely inaccurate. Shows delivered but I haven't received anything.,Tracking Issue
SWG951706,The packaging was torn and food was spilled inside the bag. I want a proper explanation for this.,Unhygienic Packaging
SWG419304,Applied valid coupon but discount not reflected in final amount.,Coupon/Offer Issue
SWG943146,Delivery boy didn't wear mask and was very unprofessional in behavior.,Delivery Executive Issue
SWG916711,Promised refund but haven't received money back in my account. Please help resolve this matter urgently.,Refund Issue
SWG291132,I want a full refund for this. Order got cancelled automatically and money is still debited from my account. Please improve your service quality.,Order Cancellation
SWG998630,Food delivered 3 hours after estimated time. Completely unacceptable.,Late Delivery
SWG110825,Promotional offer not applied even after fulfilling all conditions. Please take necessary action.,Coupon/Offer Issue
SWG635608,Customer support is not responding to my complaint emails. This is really disappointing.,Professional Support Agent
SWG607509,I am extremely disappointed. Payment got stuck and amount debited without order confirmation. I am losing trust in Swiggy.,Payment Issue
SWG919528,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
SWG740225,Payment got stuck and amount debited without order confirmation.,Payment Issue
SWG612696,Location services not working properly leading to delivery problems.,Delivery Location Issue
SWG406975,Please resolve this issue immediately. Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG901280,I am extremely disappointed. Order was cancelled by restaurant after 45 minutes. No explanation given. Please ensure this doesn't happen again.,Order Cancellation
SWG239613,Very poor service quality. The food was cold when delivered. Seems like it was prepared hours ago. This needs immediate attention.,Cold Food Delivery
SWG538168,Food quality was very poor. Tasted stale and not fresh.,Food Quality Issue
SWG644197,Very poor service quality. Promotional offer not applied even after fulfilling all conditions.,Coupon/Offer Issue
SWG785584,Order was supposed to arrive in 30 minutes but came after 2 hours.,Late Delivery
SWG520320,This is very frustrating. Order was supposed to arrive in 30 minutes but came after 2 hours. Please improve your service quality.,Late Delivery
SWG487519,I want a full refund for this. Wrong refund amount credited. Need to get the correct amount back. Please improve your service quality.,Refund Issue
SWG513507,Received cold food after 2 hours delay. Pizza was like cardboard. This needs immediate attention.,Cold Food Delivery
SWG180558,Incorrect order received. Ordered pizza but got burger instead. I hope this gets resolved soon.,Incorrect Order
SWG434347,This ruined my entire meal experience. Support team is not resolving my complaint properly.,Professional Support Agent
SWG102342,This has happened multiple times. Food delivered way past the estimated time. Lost appetite by then.,Late Delivery
SWG310062,App crashes when trying to apply coupon codes.,App Technical Issue
SWG716886,Tracking is completely inaccurate. Shows delivered but I haven't received anything. Please help resolve this matter urgently.,Tracking Issue
SWG133589,Quality of food was disappointing. Items were not fresh at all.,Food Quality Issue
SWG437466,Cancelled order but refund is taking too much time to process.,Refund Issue
SWG999797,Food quality is deteriorating. This restaurant used to be good before.,Food Quality Issue
SWG533007,I want a full refund for this. Received incorrect order. Ordered for 2 people but got single serving.,Incorrect Order
SWG591081,Please resolve this issue immediately. Order tracking shows wrong location and estimated time keeps changing.,Tracking Issue
SWG332873,Incomplete order delivered. Missing main course items.,Missing Items
SWG519677,Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG156085,Location issue during delivery. Executive was completely lost.,Delivery Location Issue
SWG608581,Location services not working properly leading to delivery problems. This needs immediate attention.,Delivery Location Issue
SWG299080,Restaurant doesn't answer calls even for urgent order modifications. This is not what I expected from Swiggy.,Non-Responsive Restaurant
SWG961067,This ruined my entire meal experience. Restaurant staff was uncooperative and didn't handle requests properly. This needs immediate attention.,Restaurant Service Issue
SWG974991,Please resolve this issue immediately. Rude delivery executive. Thrown the food bag and left without confirmation.,Delivery Executive Issue
SWG758775,Restaurant cancelled my order at the last minute without proper reason.,Order Cancellation
SWG343529,This is unacceptable. Cancelled order but refund is taking too much time to process.,Refund Issue
SWG445356,Extremely late delivery. Ordered lunch and received at dinner time. I am losing trust in Swiggy.,Late Delivery
SWG167496,Customer support agent was not helpful and kept transferring calls. I hope this gets resolved soon.,Professional Support Agent
SWG130221,I want a full refund for this. Refund status shows completed but amount not reflected in account.,Refund Issue
SWG291752,The order status is not consistent. Shows different stages simultaneously.,Inconsistent Order Status
SWG321791,I expect better service from Swiggy. Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG586993,Location detection not working in the app. Shows wrong address.,App Technical Issue
SWG934202,Please take immediate action. App freezes every time I try to add items to cart.,App Technical Issue
SWG641300,Unhygienic packaging with stains and poor quality containers. I want a proper explanation for this.,Unhygienic Packaging
SWG864306,Delivery address was incorrect in the system despite entering correctly. This needs immediate attention.,Delivery Location Issue
SWG785684,Restaurant doesn't answer calls even for urgent order modifications. I hope this gets resolved soon.,Non-Responsive Restaurant
SWG831985,Promised refund but haven't received money back in my account.,Refund Issue
SWG844385,Refund initiated but money not credited to my payment method. I am losing trust in Swiggy.,Refund Issue
SWG641922,Payment got stuck and amount debited without order confirmation.,Payment Issue
SWG695225,The food was cold when delivered. Seems like it was prepared hours ago. I want a proper explanation for this.,Cold Food Delivery
SWG253437,I am extremely disappointed. Very late delivery without any notification or apology. Please improve your service quality.,Late Delivery
SWG557666,Ordered family pack but some items are missing from the delivery. This needs immediate attention.,Missing Items
SWG666795,This has happened multiple times. Customer support is not responding to my complaint emails.,Professional Support Agent
SWG106188,This is very frustrating. Refund status shows completed but amount not reflected in account.,Refund Issue
SWG947438,Cold food delivery. The curry was completely cold and oil separated.,Cold Food Delivery
SWG180324,This has happened multiple times. Several items missing from my order without any notification.,Missing Items
SWG940422,Double payment charged for single order. Refund not processed yet. Please help resolve this matter urgently.,Payment Issue
SWG253643,Payment option not working properly during checkout process. Please improve your service quality.,Payment Issue
SWG414569,Delivery tracking shows wrong delivery executive details and location.,Tracking Issue
SWG536740,Order got cancelled automatically and money is still debited from my account. This is not what I expected from Swiggy.,Order Cancellation
SWG871037,Restaurant is not responding to calls regarding order modification.,Non-Responsive Restaurant
SWG932149,Technical glitch in the app. Cannot complete the checkout process. Please improve your service quality.,App Technical Issue
SWG189288,Food packaging was not sealed properly and looked contaminated.,Unhygienic Packaging
SWG542514,Extremely late delivery. Ordered lunch and received at dinner time. This needs immediate attention.,Late Delivery
SWG340216,Quality of food was disappointing. Items were not fresh at all.,Food Quality Issue
SWG797790,Restaurant didn't follow special cooking instructions provided.,Restaurant Service Issue
SWG453737,App crashes when trying to apply coupon codes. This is not what I expected from Swiggy.,App Technical Issue
SWG548901,Called restaurant multiple times but no response from their side.,Non-Responsive Restaurant
SWG160718,This ruined my entire meal experience. Cold and stale food delivered. Temperature was room temperature. This is really disappointing.,Cold Food Delivery
SWG921591,Did not receive all ordered items. Missing beverages and dessert.,Missing Items
SWG342397,The delivery executive was late and blamed me for the delay.,Delivery Executive Issue
SWG263482,Very poor service quality. Poor food quality with bad taste and smell. Seems like old ingredients used.,Food Quality Issue
SWG605993,Refund amount is less than what was originally paid.,Refund Issue
SWG700241,Food packaging was damaged and unhygienic. Found hair in the food.,Unhygienic Packaging
SWG147609,Restaurant didn't follow special cooking instructions provided.,Restaurant Service Issue
SWG704877,This is unacceptable. App freezes every time I try to add items to cart. This needs immediate attention.,App Technical Issue
SWG646428,Food temperature was very low. Seems like prepared much earlier. I want a proper explanation for this.,Cold Food Delivery
SWG728207,Food quality is deteriorating. This restaurant used to be good before.,Food Quality Issue
SWG767377,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
SWG710549,Very poor service quality. Location services not working properly leading to delivery problems. I hope this gets resolved soon.,Delivery Location Issue
SWG860294,Received food in damaged packaging. Very unhygienic condition. Please take necessary action.,Unhygienic Packaging
SWG752126,This is very frustrating. Customer support agent was not helpful and kept transferring calls. This needs immediate attention.,Professional Support Agent
SWG416503,Delivery boy was very rude and unprofessional during delivery. This is not what I expected from Swiggy.,Delivery Executive Issue
SWG449138,Order was cancelled by restaurant after 45 minutes. No explanation given. Please improve your service quality.,Order Cancellation
SWG331795,Money debited but order not placed. Payment gateway issue.,Payment Issue
SWG877007,Support team keeps giving generic responses without solving the issue.,Professional Support Agent
SWG448671,Please take immediate action. Order got cancelled automatically and money is still debited from my account. This needs immediate attention.,Order Cancellation
SWG667776,Delivery boy was very rude and unprofessional during delivery. This is not what I expected from Swiggy.,Delivery Executive Issue
SWG793624,Please resolve this issue immediately. Restaurant didn't follow special cooking instructions provided. I hope this gets resolved soon.,Restaurant Service Issue
SWG795578,Status shows 'out for delivery' but then changes back to 'preparing'.,Inconsistent Order Status
SWG459609,Double payment charged for single order. Refund not processed yet.,Payment Issue
SWG568127,This is very frustrating. My order was cancelled without any notification after 1 hour of waiting.,Order Cancellation
SWG766549,Restaurant cancelled order citing unavailability after accepting it. Please help resolve this matter urgently.,Order Cancellation
SWG975295,I am extremely disappointed. Quality of food was disappointing. Items were not fresh at all.,Food Quality Issue
SWG602790,Restaurant is completely non-responsive. Can't reach them at all. This is really disappointing.,Non-Responsive Restaurant
SWG627611,Order status is misleading. Shows delivered but actually still cooking. Please take necessary action.,Inconsistent Order Status
SWG635722,Please resolve this issue immediately. Swiggy app is not working properly. Keeps showing error messages.,App Technical Issue
SWG274185,Payment option not working properly during checkout process.,Payment Issue
SWG704570,Delivery person was extremely unprofessional and used inappropriate language.,Delivery Executive Issue
SWG163756,I expect better service from Swiggy. Double payment charged for single order. Refund not processed yet.,Payment Issue
SWG629202,Delivery person went to wrong address and food got cold.,Delivery Location Issue
SWG805893,Delivery boy didn't call properly and marked order as delivered without delivering.,Delivery Executive Issue
SWG886083,Please take immediate action. Consistently late deliveries from this restaurant. Need to improve timing.,Late Delivery
